This file was generated by Console at 2021:02:12-00:00:00



[2021:02:12-00:00:00]  (Global) -> AttractiveDunebuggy54: socio
[2021:02:12-23:42:05]  (Local) -> (LOCAL)[7]ART[AK]: con g
[2021:02:12-23:42:06]  (Local) -> (LOCAL)[5]Juanda11(RCA): JSAJAJAJAJAJAA
[2021:02:12-23:42:08]  (Local) -> (LOCAL)[2]Oreo|ELN: AJAJAJ
[2021:02:12-23:42:09]  (Local) -> (LOCAL)[11]RitzyPottychair53: CMO ESTA
[2021:02:12-23:42:09]  (Global) -> CHERRYS: ve este sapo hijueputa ome
[2021:02:12-23:42:11]  (Global) -> Otoniel: @kevinocampo haceme tp 
[2021:02:12-23:42:13]  (Local) -> (LOCAL)[11]RitzyPottychair53: ASUS SERVICIOS
[2021:02:12-23:42:13]  (Local) -> (LOCAL)[1]Pablito'ELN': pere
[2021:02:12-23:42:15]  (Local) -> (LOCAL)[2]Loca.I.|2cb|: *se rie*
[2021:02:12-23:42:16]  (Local) -> (LOCAL)[5]JUAN-DIEGO-CR-(2cB): sjsjsj
[2021:02:12-23:42:17]  (Local) -> (LOCAL)[2]G|don|jimenez|: vibraaaa hola
[2021:02:12-23:42:19]  (Local) -> (LOCAL)[6]ART[AK]: suba con g
[2021:02:12-23:42:23]  (Local) -> (LOCAL)[1]Pablito'ELN': lo quiere asi de alto?
[2021:02:12-23:42:24]  (Local) -> (LOCAL)[2]G|don|jimenez|: me esta fallnaod
[2021:02:12-23:42:27]  (Local) -> (LOCAL)[2]G|don|jimenez|: el somniid
[2021:02:12-23:42:29]  (Local) -> (LOCAL)[1]Pablito'ELN': o se lo subo o bajo?
[2021:02:12-23:42:29]  (Local) -> (LOCAL)[1]Cheverry: sisas
[2021:02:12-23:42:29]  (Local) -> (LOCAL)[1]Fabius'2cB: hp
[2021:02:12-23:42:30]  (Local) -> (LOCAL)[5]G4(2cB): tome su espinaca ome
[2021:02:12-23:42:32]  (Global) -> Carlos_Escobar: porque si
[2021:02:12-23:42:32]  (Local) -> (LOCAL)[1]Fabius'2cB: no se donde esta la droga
[2021:02:12-23:42:35]  (Local) -> (LOCAL)[4]Juanda11(RCA): ajajajajajajaa
[2021:02:12-23:42:35]  (Local) -> (LOCAL)[1]Cheverry: asi esta bien
[2021:02:12-23:42:37]  (Local) -> (LOCAL)[1]Pablito'ELN': bre
[2021:02:12-23:42:40]  (Local) -> (LOCAL)[3]Arison45[EVG]: hpta
[2021:02:12-23:42:41]  (Global) -> CHERRYS: comame esta pirobo
[2021:02:12-23:42:42]  (Global) -> Otoniel: oe
[2021:02:12-23:42:44]  (Global) -> casio: quien me hace warp
[2021:02:12-23:42:47]  (Local) -> (LOCAL)[5]DIPOL|Sendobeta: muy bonito no
[2021:02:12-23:42:48]  (Local) -> (LOCAL)[1]Maracachafa_(RCA): oe que trabajo tiene
[2021:02:12-23:42:50]  (Local) -> (LOCAL)[8]DIPOL|Sendobeta: campeando
[2021:02:12-23:42:51]  (Global) -> G|don|jimenez|: kevinn
[2021:02:12-23:42:52]  (Local) -> (LOCAL)[4]G4(2cB): venga por su jugo
[2021:02:12-23:42:53]  (Local) -> (LOCAL)[1][RCA]Omar: desempleado
[2021:02:12-23:42:55]  (Local) -> (LOCAL)[4]G4(2cB): prbo
[2021:02:12-23:42:56]  (Global) -> Juanito_Rodriguez: hola
[2021:02:12-23:42:59]  (Global) -> G|don|jimenez|: me haces  tpp a tu
[2021:02:12-23:43:03]  (Local) -> (LOCAL)[2]Oreo|ELN: is
[2021:02:12-23:43:06]  (Local) -> (LOCAL)[1]casio: como haci
[2021:02:12-23:43:07]  (Local) -> (LOCAL)[1]Maracachafa_(RCA): trabaje de criminal
[2021:02:12-23:43:08]  (Global) -> CHERRYS: HAHAHAHA
[2021:02:12-23:43:09]  (Local) -> (LOCAL)[11]AgathaX: esperando a que se solucionen las vainas xd
[2021:02:12-23:43:19]  (Local) -> (LOCAL)[5]G4(2cB): respeta las mujeres prbo
[2021:02:12-23:43:22]  (Global) -> CHERRYS: te salis de aca y te estallo pirobo
[2021:02:12-23:43:22]  (Global) -> Otoniel: llevame donde hay un helicoptero plis
[2021:02:12-23:43:25]  (Local) -> (LOCAL)[13]DIPOL|Sendobeta: grandisimo hp
[2021:02:12-23:43:26]  (Global) -> G|don|jimenez|: kevin ocampo
[2021:02:12-23:43:29]  (Local) -> (LOCAL)[6]juan(2cB): entonces
[2021:02:12-23:43:29]  (Global) -> Maracachafa_(RCA): admin como miro mi rango siendo criminal
[2021:02:12-23:43:29]  (Team - Services) -> (TEAM)SALCHIPAPERO(RCA): today was a good day
[2021:02:12-23:43:30]  (Global) -> Otoniel: haya arriba 
[2021:02:12-23:43:33]  (Local) -> (LOCAL)[7]IamJuancho|Ak|: yo no soy su taxista
[2021:02:12-23:43:34]  (Local) -> (LOCAL)[3]Juanda11(RCA): llora pues
[2021:02:12-23:43:36]  (Local) -> (LOCAL)[3]Juanda11(RCA): sapo
[2021:02:12-23:43:36]  (Local) -> (LOCAL)[7]juan(2cB): si se comio la espinaca o que
[2021:02:12-23:43:36]  (Local) -> (LOCAL)[1][RCA]Omar: en el TAB
[2021:02:12-23:43:37]  (Local) -> (LOCAL)[1]ART[AK]: sigame
[2021:02:12-23:43:37]  (Global) -> G|don|jimenez|: adminn
[2021:02:12-23:43:38]  (Local) -> (LOCAL)[3]Cheverry: yaaaaaaaaa
[2021:02:12-23:43:39]  (Global) -> Otoniel: plis :3
[2021:02:12-23:43:40]  (Local) -> (LOCAL)[3]Cheverry: hp
[2021:02:12-23:43:42]  (Local) -> (LOCAL)[3]Pablito'ELN': si quiere que gire mas le ponemos eso para que tenga mas angulo la llanta
[2021:02:12-23:43:43]  (Local) -> (LOCAL)[3]Cheverry: porfin
[2021:02:12-23:43:44]  (Local) -> (LOCAL)[11]AgathaX: hey eres homnre?
[2021:02:12-23:43:45]  (Global) -> PeriodicPetal81: cevallos eres tu?
[2021:02:12-23:43:48]  (Local) -> (LOCAL)[4]Pablito'ELN': coooooooomo
[2021:02:12-23:43:48]  (Local) -> (LOCAL)[9]DIPOL|Sendobeta: mueva ese culo
[2021:02:12-23:43:48]  (Local) -> (LOCAL)[1]Maracachafa_(RCA): CUAL ES
[2021:02:12-23:43:49]  (Local) -> (LOCAL)[11]Cristina-2cb: n0o0
[2021:02:12-23:43:49]  (Local) -> (LOCAL)[4]Cheverry: pablo escobar
[2021:02:12-23:43:50]  (Local) -> (LOCAL)[1]Maracachafa_(RCA): AJAJA
[2021:02:12-23:43:51]  (Local) -> (LOCAL)[4]Cheverry: jajaja
[2021:02:12-23:43:51]  (Global) -> Otoniel: porfa
[2021:02:12-23:43:51]  (Local) -> (LOCAL)[1]casio: oe relajese pues sano
[2021:02:12-23:43:52]  (Local) -> (LOCAL)[11]Cristina-2cb: activa los mods
[2021:02:12-23:43:54]  (Team - Criminals) -> (TEAM)junior908: metale quinta
[2021:02:12-23:43:54]  (Global) -> CHERRYS: vengase pues pirobo y nos damos bala en el hospital
[2021:02:12-23:43:55]  (Local) -> (LOCAL)[3]G4(2cB): yo no soy su papa
[2021:02:12-23:43:55]  (Local) -> (LOCAL)[1][RCA]Omar: venga tonces lleveme a un lugar donde ma haga criminal
[2021:02:12-23:43:55]  (Local) -> (LOCAL)[5]juan(2cB): uy que cucha tan aleta
[2021:02:12-23:43:56]  (Local) -> (LOCAL)[11]Cristina-2cb: para que veas la skin
[2021:02:12-23:43:57]  (Local) -> (LOCAL)[1]casio: o lo reporto
[2021:02:12-23:43:57]  (Local) -> (LOCAL)[1]G|don|jimenez|: de q
[2021:02:12-23:43:59]  (Local) -> (LOCAL)[1]Fabius'2cB: busca
[2021:02:12-23:43:59]  (Local) -> (LOCAL)[2]Pablito'ELN': yo apenas en visajoso jum
[2021:02:12-23:44:00]  (Local) -> (LOCAL)[1]Fabius'2cB: un paquete
[2021:02:12-23:44:02]  (Local) -> (LOCAL)[11]AgathaX: voy
[2021:02:12-23:44:03]  (Local) -> (LOCAL)[1]Fabius'2cB: tiene drogas
[2021:02:12-23:44:03]  (Local) -> (LOCAL)[3]ART[AK]: tiene los mods activados?
[2021:02:12-23:44:04]  (Local) -> (LOCAL)[1][RCA]Omar: plox
[2021:02:12-23:44:05]  (Local) -> (LOCAL)[9]IamJuancho|Ak|: no
[2021:02:12-23:44:07]  (Global) -> DIPOL|Sendobeta: Parce que script mas malos de policias 
[2021:02:12-23:44:09]  (Global) -> AgathaX: 7/mods
[2021:02:12-23:44:10]  (Local) -> (LOCAL)[2]Cheverry: eye
[2021:02:12-23:44:10]  (Local) -> (LOCAL)[3]Juanda11(RCA): dele besitos
[2021:02:12-23:44:13]  (Global) -> DIPOL|Sendobeta: Se arrestan asi mismo
[2021:02:12-23:44:14]  (Local) -> (LOCAL)[2]Cheverry: malparido
[2021:02:12-23:44:17]  (Global) -> G|don|jimenez|: admin
[2021:02:12-23:44:19]  (Local) -> (LOCAL)[11]Cristina-2cb: con t
[2021:02:12-23:44:21]  (Local) -> (LOCAL)[9](Z)Polo: POLICIA POLICA DE NOCHE Y DE DIA
[2021:02:12-23:44:21]  (Local) -> (LOCAL)[2]ART[AK]: puede verlo con /mods
[2021:02:12-23:44:22]  (Global) -> PeriodicPetal81: estan descargando 
[2021:02:12-23:44:26]  (Global) -> ColombianRobot[2cb]: .
[2021:02:12-23:44:26]  (Global) -> Otoniel: kevin 
[2021:02:12-23:44:27]  (Global) -> PeriodicPetal81: faltan 58
[2021:02:12-23:44:27]  (Global) -> #7F7F7F|ADM|#FF0000Llanerito'ELN': dime
[2021:02:12-23:44:27]  (Global) -> #7F7F7F|ADM|#00FF00KevinOcampo|GDT: q paso G|don|jimenez|
[2021:02:12-23:44:29]  (Global) -> Otoniel: kevin 
[2021:02:12-23:44:30]  (Global) -> G|don|jimenez|: llanerito
[2021:02:12-23:44:31]  (Local) -> (LOCAL)[3]Pablito'ELN': a
[2021:02:12-23:44:32]  (Local) -> (LOCAL)[4]G4(2cB): que tal el clima ma
[2021:02:12-23:44:33]  (Local) -> (LOCAL)[16]DIPOL|Sendobeta: libereme parce le doy 10k
[2021:02:12-23:44:36]  (Local) -> (LOCAL)[3]ART[AK]: podemos esperar..
[2021:02:12-23:44:38]  (Global) -> G|don|jimenez|: me haces  tp a kevinn
[2021:02:12-23:44:39]  (Local) -> (LOCAL)[14]AgathaX: ya ya los active
[2021:02:12-23:44:39]  (Local) -> (LOCAL)[19]DIPOL|Sendobeta: arturo
[2021:02:12-23:44:42]  (Global) -> G|don|jimenez|: lo nesesito
[2021:02:12-23:44:47]  (Team - Unemployed) -> (TEAM)ADRIAN(RCA): oigan en zona segura hay un man matando jajaja
[2021:02:12-23:44:49]  (Local) -> (LOCAL)[16]DIPOL|Sendobeta: ARTURO HP
[2021:02:12-23:44:51]  (Global) -> DJMiguelM|GT: pues maneje
[2021:02:12-23:44:51]  (Local) -> (LOCAL)[4]G4(2cB): sientesen pues prbos
[2021:02:12-23:44:54]  (Local) -> (LOCAL)[13]IamSamuels[AK]: pa donde?
[2021:02:12-23:44:56]  (Team - Emergency) -> (TEAM)Rolando_Motta: vcuro gente
[2021:02:12-23:45:01]  (Local) -> (LOCAL)[14](Z)Polo: BORDA SETENTA HIJUEPUTA
[2021:02:12-23:45:02]  (Global) -> Carlos_Escobar: patron matamos a los civiles o que
[2021:02:12-23:45:06]  (Global) -> santiago(RCA): la lok del vibra me mato
[2021:02:12-23:45:07]  (Global) -> DJMiguelM|GT: mucha pereza en el sv
[2021:02:12-23:45:13]  (Global) -> G|don|jimenez|: kevinocampo
[2021:02:12-23:45:13]  (Local) -> (LOCAL)[4]G4(2cB): el que no c sienta es gei
[2021:02:12-23:45:14]  (Global) -> Rolando_Motta: vcuro gente
[2021:02:12-23:45:15]  (Global) -> #7F7F7F|ADM|#00FF00KevinOcampo|GDT: EO
[2021:02:12-23:45:19]  (Local) -> (LOCAL)[2]koky28|2cB|: alla mismo
[2021:02:12-23:45:20]  (Local) -> (LOCAL)[2]Juanda11(RCA): nos vemos
[2021:02:12-23:45:21]  (Global) -> G|don|jimenez|: me haces tp  a tu
[2021:02:12-23:45:21]  (Local) -> (LOCAL)[2]koky28|2cB|: xd
[2021:02:12-23:45:23]  (Local) -> (LOCAL)[13](Z)Polo: oe
[2021:02:12-23:45:26]  (Local) -> (LOCAL)[15]Pablito'ELN': se ve melo el carro
[2021:02:12-23:45:30]  (Global) -> camilozxc: quede ke
[2021:02:12-23:45:32]  (Local) -> (LOCAL)[12](Z)Polo: mire el carro
[2021:02:12-23:45:32]  (Global) -> sebastian[2cb]: ve kevin
[2021:02:12-23:45:36]  (Local) -> (LOCAL)[7]Rolando_Motta: jajajjaa
[2021:02:12-23:45:37]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#00FF00KevinOcampo|GDT: q
[2021:02:12-23:45:38]  (Local) -> (LOCAL)[3]ART[AK]: aviseme cuando ya descargue todo
[2021:02:12-23:45:40]  (Local) -> (LOCAL)[15]eJdexxx-ELN: Este man
[2021:02:12-23:45:43]  (Local) -> (LOCAL)[1]G|don|jimenez|: nom q me llevae adonde el patron
[2021:02:12-23:45:44]  (Global) -> #7F7F7F|ADM|#00FF00KevinOcampo|GDT: q aso sebastian[2cb]
[2021:02:12-23:45:46]  (Local) -> (LOCAL)[1]Maracachafa_(RCA): LISTO
[2021:02:12-23:45:47]  (Local) -> (LOCAL)[14]Cristina-2cb: uy
[2021:02:12-23:45:47]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#00FF00KevinOcampo|GDT: bno
[2021:02:12-23:45:49]  (Local) -> (LOCAL)[1][RCA]Omar: si
[2021:02:12-23:45:49]  (Global) -> sebastian[2cb]: el rappi no puede entregar en una moto personal ?
[2021:02:12-23:45:50]  (Local) -> (LOCAL)[1]G|don|jimenez|: bueno
[2021:02:12-23:45:52]  (Local) -> (LOCAL)[1]eJdexxx-ELN: Me salio apra que me explotara las bombas man
[2021:02:12-23:45:53]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#00FF00KevinOcampo|GDT: lo llega a joder
[2021:02:12-23:45:54]  (Global) -> PeriodicPetal81: faltan 96
[2021:02:12-23:45:54]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#00FF00KevinOcampo|GDT: y lo baneo
[2021:02:12-23:45:56]  (Local) -> (LOCAL)[1]Maracachafa_(RCA): OE CUAL ES SU RANGO AHORA
[2021:02:12-23:45:57]  (Global) -> Cevallos_J: Que hago soy nuevo
[2021:02:12-23:45:59]  (Global) -> Ash-Chirri: oe
[2021:02:12-23:46:01]  (Local) -> (LOCAL)[1]eJdexxx-ELN: No me encanes :C
[2021:02:12-23:46:01]  (Local) -> (LOCAL)[1]G|don|jimenez|: de q
[2021:02:12-23:46:03]  (Global) -> Drogba22: admin
[2021:02:12-23:46:04]  (Global) -> #7F7F7F|ADM|#00FF00KevinOcampo|GDT: sebastian[2cb] para entregar no, para hacer stunt si
[2021:02:12-23:46:05]  (Local) -> (LOCAL)[1]G|don|jimenez|: me dices ami
[2021:02:12-23:46:05]  (Local) -> (LOCAL)[2]Ash-Chirri: captureme todo bn
[2021:02:12-23:46:06]  (Local) -> (LOCAL)[2]SDVSF/AK: EO
[2021:02:12-23:46:10]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#00FF00KevinOcampo|GDT: Ojo con molestar
[2021:02:12-23:46:12]  (Local) -> (LOCAL)[2][RCA]Omar: Don Nadie
[2021:02:12-23:46:13]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#00FF00KevinOcampo|GDT: que usted tiene mala fama
[2021:02:12-23:46:13]  (Local) -> (LOCAL)[1]G|don|jimenez|: oe
[2021:02:12-23:46:14]  (Local) -> (LOCAL)[2][RCA]Omar: jajajaja
[2021:02:12-23:46:14]  (Local) -> (LOCAL)[0]sebastian[2cb]: /
[2021:02:12-23:46:15]  (Local) -> (LOCAL)[2](Z)Polo: xd
[2021:02:12-23:46:16]  (Global) -> camilozxc: XD
[2021:02:12-23:46:18]  (Local) -> (LOCAL)[1]G|don|jimenez|: como pego
[2021:02:12-23:46:19]  (Local) -> (LOCAL)[1]Fabius'2cB: 3 de poper
[2021:02:12-23:46:20]  (Global) -> DIPOL|Sendobeta: Admin
[2021:02:12-23:46:21]  (Global) -> CHERRYS: oeee donde se compra el tazer
[2021:02:12-23:46:22]  (Local) -> (LOCAL)[8]Pablito'ELN': claro carro de 25M
[2021:02:12-23:46:22]  (Local) -> (LOCAL)[1]Fabius'2cB: uff re bueno
[2021:02:12-23:46:24]  (Local) -> (LOCAL)[2]G|don|jimenez|: puños como con patadas
[2021:02:12-23:46:25]  (Local) -> (LOCAL)[4]SDVSF/AK: Y ESO
[2021:02:12-23:46:26]  (Local) -> (LOCAL)[1]~>[H]ermano<~.2cb: que es eso
[2021:02:12-23:46:27]  (Global) -> CHERRYS: JAJAJ
[2021:02:12-23:46:30]  (Local) -> (LOCAL)[13]Cristina-2cb: eee
[2021:02:12-23:46:30]  (Local) -> (LOCAL)[2]Maracachafa_(RCA): YO QUIERO SABE CUAL ES EL MIO
[2021:02:12-23:46:31]  (Local) -> (LOCAL)[2]G|don|jimenez|: asi no
[2021:02:12-23:46:33]  (Local) -> (LOCAL)[2]Loca.I.|2cb|: malo
[2021:02:12-23:46:34]  (Local) -> (LOCAL)[13]Cristina-2cb: pablo
[2021:02:12-23:46:35]  (Local) -> (LOCAL)[1]Ash-Chirri: gracias pa xd quiero trabajar y tengo todas las estrellas
[2021:02:12-23:46:35]  (Local) -> (LOCAL)[1]Fabius'2cB: mira f7, son esas drogas
[2021:02:12-23:46:35]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#00FF00KevinOcampo|GDT: con vip
[2021:02:12-23:46:36]  (Local) -> (LOCAL)[13]Cristina-2cb: me arresto
[2021:02:12-23:46:36]  (Local) -> (LOCAL)[1][RCA]Omar: yale digo
[2021:02:12-23:46:36]  (Global) -> G4(2cB): tombo hpta
[2021:02:12-23:46:39]  (Local) -> (LOCAL)[2]G|don|jimenez|: ah
[2021:02:12-23:46:40]  (Local) -> (LOCAL)[1]Fabius'2cB: de pronto te sirvan mas a vos
[2021:02:12-23:46:44]  (Local) -> (LOCAL)[1]Fabius'2cB: el poper te da 200 de vida
[2021:02:12-23:46:44]  (Local) -> (LOCAL)[2]G|don|jimenez|: oe me haces tp a pabl0
[2021:02:12-23:46:45]  (Local) -> (LOCAL)[1][RCA]Omar: Don NAdie
[2021:02:12-23:46:45]  (Local) -> (LOCAL)[8]DIPOL|Sendobeta: hp
[2021:02:12-23:46:46]  (Local) -> (LOCAL)[1]SDVSF/AK: AHHW
[2021:02:12-23:46:47]  ([Msg] de sebastian[2cb] para KevinOcampo|GDT: hay alguna posibilidad de que puedan covertir mi faggio en una pizza boy ?) -> nil
[2021:02:12-23:46:47]  (Local) -> (LOCAL)[9]DIPOL|Sendobeta: se libro
[2021:02:12-23:46:48]  (Local) -> (LOCAL)[2]eJdexxx-ELN: sapos
[2021:02:12-23:46:48]  (Local) -> (LOCAL)[1]Fabius'2cB: la perica disparar rapido
[2021:02:12-23:46:48]  (Local) -> (LOCAL)[1]Maracachafa_(RCA): AJAJJA
[2021:02:12-23:46:49]  (Global) -> camilozxc: que hacemos
[2021:02:12-23:46:51]  (Local) -> (LOCAL)[2]Loca.I.|2cb|: manca
[2021:02:12-23:46:51]  (Local) -> (LOCAL)[1][RCA]Omar: xD
[2021:02:12-23:46:53]  (Local) -> (LOCAL)[14]Cristina-2cb: el otoniel
[2021:02:12-23:46:54]  (Local) -> (LOCAL)[1](Z)Polo: espere
[2021:02:12-23:46:56]  (Local) -> (LOCAL)[0]Gallego.NGC(RCA): eyy
[2021:02:12-23:46:56]  (Local) -> (LOCAL)[2]eJdexxx-ELN: su cucha
[2021:02:12-23:46:56]  (Global) -> sebastian[2cb]: ve kevin mira MP
[2021:02:12-23:46:57]  (Local) -> (LOCAL)[2]G4(2cB): su papa por no usr
[2021:02:12-23:46:58]  (Local) -> (LOCAL)[1]Fabius'2cB: reconnecto
[2021:02:12-23:47:00]  (Local) -> (LOCAL)[2]Loca.I.|2cb|: manca
[2021:02:12-23:47:01]  (Local) -> (LOCAL)[1]~>[H]ermano<~.2cb: ya
[2021:02:12-23:47:02]  (Local) -> (LOCAL)[1](Z)Polo: 20 fps
[2021:02:12-23:47:04]  (Local) -> (LOCAL)[1]Gallego.NGC(RCA): eyy
[2021:02:12-23:47:04]  (Local) -> (LOCAL)[1]Fabius'2cB: pq no me aparecen
[2021:02:12-23:47:08]  (Local) -> (LOCAL)[1]~>[H]ermano<~.2cb: dalep
[2021:02:12-23:47:08]  (Local) -> (LOCAL)[1](Z)Polo: 2 fps
[2021:02:12-23:47:10]  (Local) -> (LOCAL)[2]eJdexxx-ELN: su cucha
[2021:02:12-23:47:13]  (Local) -> (LOCAL)[2]Loca.I.|2cb|: manca
[2021:02:12-23:47:14]  (Local) -> (LOCAL)[13]G|don|jimenez|: patrron
[2021:02:12-23:47:15]  (Local) -> (LOCAL)[1]Maracachafa_(RCA): VAMOS A CAMELLAR OQ EU
[2021:02:12-23:47:15]  (Global) -> NixersTK: epa man
[2021:02:12-23:47:15]  (Local) -> (LOCAL)[4]ART[AK]: cevallos es nuevo?
[2021:02:12-23:47:16]  (Local) -> (LOCAL)[4]#7F7F7F|ADM|#00FF00KevinOcampo|GDT: ESE ES UD
[2021:02:12-23:47:16]  (Local) -> (LOCAL)[4]#7F7F7F|ADM||DJ|#FF5C00Doki: hola
[2021:02:12-23:47:17]  (Local) -> (LOCAL)[13]G|don|jimenez|: como le suvo
[2021:02:12-23:47:17]  (Local) -> (LOCAL)[2]eJdexxx-ELN: su cucha
[2021:02:12-23:47:18]  (Local) -> (LOCAL)[2]G4(2cB): los tomvos son mks
[2021:02:12-23:47:19]  (Local) -> (LOCAL)[4]#7F7F7F|ADM||DJ|#FF5C00Doki: sii
[2021:02:12-23:47:20]  (Local) -> (LOCAL)[1][RCA]Omar: en que ???
[2021:02:12-23:47:22]  (Local) -> (LOCAL)[13]G|don|jimenez|: el volumen
[2021:02:12-23:47:25]  (Local) -> (LOCAL)[1]Gallego.NGC(RCA): eyy
[2021:02:12-23:47:27]  (Local) -> (LOCAL)[11]G|don|jimenez|: pa escuchar duro
[2021:02:12-23:47:30]  (Local) -> (LOCAL)[1]Maracachafa_(RCA): ROBAR CARROS Y VENDELOS
[2021:02:12-23:47:33]  (Local) -> (LOCAL)[2]Gallego.NGC(RCA): alguien que me regale gasofa?
[2021:02:12-23:47:33]  (Local) -> (LOCAL)[1][RCA]Omar: ale
[2021:02:12-23:47:33]  (Local) -> (LOCAL)[11]G|don|jimenez|: espere ya voy
[2021:02:12-23:47:36]  (Local) -> (LOCAL)[1](Z)Polo: me pincharon el carro
[2021:02:12-23:47:36]  (Global) -> SALCHIPAPERO(RCA): ponete big poppa
[2021:02:12-23:47:39]  (Local) -> (LOCAL)[11]G|don|jimenez|: sapo
[2021:02:12-23:47:40]  (Global) -> G4(2cB): tombo gei
[2021:02:12-23:47:42]  (Local) -> (LOCAL)[1]ADRIAN(RCA): oe pa
[2021:02:12-23:47:43]  (Global) -> JUAN-DIEGO-CR-(2cB): G4(2cB) CristianUANTO LE FALTA NEA
[2021:02:12-23:47:43]  (Global) -> Maracachafa_(RCA): DAN 20K 10 Y 10
[2021:02:12-23:47:46]  (Local) -> (LOCAL)[11]G|don|jimenez|: el q dijo le gusta duro
[2021:02:12-23:47:49]  (Global) -> juan(2cB): oe pa ya caso sale o que
[2021:02:12-23:47:52]  (Global) -> camilozxc: f
[2021:02:12-23:47:52]  (Local) -> (LOCAL)[11]MINI/2CB: ajja buena
[2021:02:12-23:47:55]  (Local) -> (LOCAL)[1]Drogba22: oe
[2021:02:12-23:47:55]  (Global) -> Danilo: pongan trap latino del 2016-2017
[2021:02:12-23:47:56]  (Global) -> CHERRYS: hey algun tombo que me diga como utilizo el tazer
[2021:02:12-23:47:58]  (Local) -> (LOCAL)[4]Loca.I.|2cb|: :o
[2021:02:12-23:47:58]  (Local) -> (LOCAL)[1][RCA]Omar: en donde se venden ?
[2021:02:12-23:47:59]  (Global) -> camilozxc: ya vengo
[2021:02:12-23:48:00]  (Local) -> (LOCAL)[4]Loca.I.|2cb|: donchimbo ola
[2021:02:12-23:48:01]  ([Msg] de sebastian[2cb] para KevinOcampo|GDT: hay alguna posibilidad de que puedan covertir mi faggio en una pizza boy ?) -> nil
[2021:02:12-23:48:02]  (Global) -> DJMiguelM|GT: eyy pere
[2021:02:12-23:48:04]  (Local) -> (LOCAL)[2]ART[AK]: espere aqui voy a traer a cevallos ok? mientras que descarga sus mods
[2021:02:12-23:48:06]  (Local) -> (LOCAL)[1]ADRIAN(RCA): me regala una empujada jaja me quede sin gasolina
[2021:02:12-23:48:07]  (Local) -> (LOCAL)[1]Maracachafa_(RCA): EN LUGAR ESPECIAL
[2021:02:12-23:48:09]  (Local) -> (LOCAL)[10]G|don|jimenez|: si
[2021:02:12-23:48:11]  (Local) -> (LOCAL)[1][RCA]Omar: listo
[2021:02:12-23:48:12]  (Local) -> (LOCAL)[9]G|don|jimenez|: del ejercito
[2021:02:12-23:48:12]  (Global) -> NixersTK: epa man lo de los servers como es aqui
[2021:02:12-23:48:12]  (Local) -> (LOCAL)[1]VagueSideburns99: uususuvcccvbbdn
[2021:02:12-23:48:13]  (Local) -> (LOCAL)[3]G4(2cB): mera pantera
[2021:02:12-23:48:13]  (Local) -> (LOCAL)[1]Drogba22: JAJAJAJAJAJAJAJJAJAJA
[2021:02:12-23:48:19]  (Local) -> (LOCAL)[1]Drogba22: a ver
[2021:02:12-23:48:20]  (Global) -> PeriodicPetal81: ya
[2021:02:12-23:48:23]  (Global) -> DJMiguelM|GT: experimentantando inconvenientes, usteds escuchan bien los plays???
[2021:02:12-23:48:23]  (Local) -> (LOCAL)[4]ART[AK]: voy a traer a cevallos
[2021:02:12-23:48:24]  (Local) -> (LOCAL)[1]ADRIAN(RCA): gracias jaja
[2021:02:12-23:48:25]  (Local) -> (LOCAL)[1]#7F7F7F|ADM|#FF0000bershka: QUIERE QUE LO MATE?
[2021:02:12-23:48:26]  (Local) -> (LOCAL)[2]G4(2cB): veni prba
[2021:02:12-23:48:27]  (Local) -> (LOCAL)[9]Cristina-2cb: ya
[2021:02:12-23:48:27]  (Global) -> NixersTK: digo lo de los comandos
[2021:02:12-23:48:31]  (Local) -> (LOCAL)[1]JACK: AOEEE
[2021:02:12-23:48:34]  (Local) -> (LOCAL)[8]Cristina-2cb: ay no q fea skin
[2021:02:12-23:48:41]  (Local) -> (LOCAL)[1]Fabius'2cB: mira te las voy a regalas
[2021:02:12-23:48:41]  (Global) -> DJMiguelM|GT: f1 bb
[2021:02:12-23:48:42]  (Local) -> (LOCAL)[1]JACK: OE
[2021:02:12-23:48:44]  (Local) -> (LOCAL)[1](Z)Polo: qe es eso
[2021:02:12-23:48:44]  (Local) -> (LOCAL)[2]Drogba22: vea
[2021:02:12-23:48:45]  (Local) -> (LOCAL)[1]ColombianRobot[2cb]: que tanto es la perseguidera
[2021:02:12-23:48:45]  (Local) -> (LOCAL)[2]ADRIAN(RCA): oeee
[2021:02:12-23:48:46]  (Local) -> (LOCAL)[1]G|don|jimenez|: oe
[2021:02:12-23:48:47]  (Local) -> (LOCAL)[4]Juanda2cB: todo bien
[2021:02:12-23:48:47]  (Local) -> (LOCAL)[3]Drogba22: sabe
[2021:02:12-23:48:50]  (Local) -> (LOCAL)[1]Fabius'2cB: pero luego agarra drogas tambien :v
[2021:02:12-23:48:50]  (Local) -> (LOCAL)[1]G|don|jimenez|: oeee
[2021:02:12-23:48:51]  (Global) -> DJMiguelM|GT: ahí estan lso principales
