This file was generated by Console at 2021:01:26-00:00:00



[2021:01:26-00:00:00]  (Local) -> (LOCAL)[1]SffOquez|6969.: x2
[2021:01:26-23:16:19]  (Local) -> (LOCAL)[1]|don|jimenez|RCA|: espere
[2021:01:26-23:16:19]  (Local) -> (LOCAL)[9]#7F7F7F|ADM|#FF5C00CrudoMeansRaw|EVG: q paso
[2021:01:26-23:16:20]  (Global) -> bblin|Z: juan feo
[2021:01:26-23:16:20]  (Global) -> Algarete|CAPU|.exe: @SamanthaOwO
[2021:01:26-23:16:21]  (Local) -> (LOCAL)[2](TUERTO): VENGA PS HAGAMOS ALGO
[2021:01:26-23:16:21]  (Local) -> (LOCAL)[1](RCA)SrYanpool: suelteme
[2021:01:26-23:16:23]  (Global) -> JUAN-AA: ay dios mio q riko dio mio @SamanthaOwO
[2021:01:26-23:16:24]  (Local) -> (LOCAL)[2]Stuzzy.2cb: cuanto ping cargas rey?
[2021:01:26-23:16:24]  (Local) -> (LOCAL)[9](POPEYE): sapo
[2021:01:26-23:16:24]  (Local) -> (LOCAL)[2]Kevin: yo no soy asi
[2021:01:26-23:16:25]  (Global) -> JUAN-AA: @SamanthaOwO
[2021:01:26-23:16:25]  (Local) -> (LOCAL)[2](RCA)SrYanpool: primero parcero
[2021:01:26-23:16:26]  (Local) -> (LOCAL)[2]MR.MCLOVIN(CAPU): suba
[2021:01:26-23:16:28]  (Local) -> (LOCAL)[2]Stuzzy.2cb: 2000
[2021:01:26-23:16:29]  (Local) -> (LOCAL)[2](TUERTO): DAME TU
[2021:01:26-23:16:30]  (Local) -> (LOCAL)[9]#7F7F7F|ADM|#FF5C00CrudoMeansRaw|EVG: qn le hablo a usted sapo
[2021:01:26-23:16:31]  (Local) -> (LOCAL)[0]#7F7F7F|DJ|#FF5C00Royal2cb: aaaaaaaaaaaaa
[2021:01:26-23:16:33]  (Local) -> (LOCAL)[5](RCA)SrYanpool: jay pana a mi me dijeron eso la de veces jajaj
[2021:01:26-23:16:33]  (Local) -> (LOCAL)[4](TUERTO): #
[2021:01:26-23:16:34]  (Local) -> (LOCAL)[2]Stuzzy.2cb: vas medio lag
[2021:01:26-23:16:34]  (Local) -> (LOCAL)[9]penecabezon[CAPU]: sapo
[2021:01:26-23:16:36]  (Local) -> (LOCAL)[2]DonChimbo|AUC: 2500
[2021:01:26-23:16:36]  (Local) -> (LOCAL)[2]Stuzzy.2cb: ajaajajjaj
[2021:01:26-23:16:40]  (Local) -> (LOCAL)[8](POPEYE): quiere plata?
[2021:01:26-23:16:40]  (Local) -> (LOCAL)[8]#7F7F7F|ADM||LG|#00FF00Gocho|Ak|: oe
[2021:01:26-23:16:40]  (Local) -> (LOCAL)[1]Stuzzy.2cb: perfecto
[2021:01:26-23:16:43]  (Local) -> (LOCAL)[6]zares: y expo
[2021:01:26-23:16:44]  (Local) -> (LOCAL)[4]frnacovillar|ak|: OE SI
[2021:01:26-23:16:45]  (Local) -> (LOCAL)[7]#7F7F7F|ADM|#FF5C00CrudoMeansRaw|EVG: necesita ayuda con algo pa?
[2021:01:26-23:16:46]  (Local) -> (LOCAL)[7]FriendlyBanjo57: COMO
[2021:01:26-23:16:47]  (Local) -> (LOCAL)[10]#7F7F7F|ADM||LG|#00FF00Gocho|Ak|: ciudadano
[2021:01:26-23:16:48]  (Local) -> (LOCAL)[10](POPEYE): o que me banea?
[2021:01:26-23:16:49]  (Local) -> (LOCAL)[6](TUERTO): Y ENSEGUIDA TE ESCRIBO Y TE DIGO LA RESPUESTA
[2021:01:26-23:16:51]  (Local) -> (LOCAL)[9]FriendlyBanjo57: SISAS
[2021:01:26-23:16:52]  (Local) -> (LOCAL)[7]Kevin: papi usted esta hablando conmigo o ocn los que lo voltearon
[2021:01:26-23:16:52]  (Local) -> (LOCAL)[6](TUERTO): VENGA PS HAGAMOS ALGO
[2021:01:26-23:16:55]  (Local) -> (LOCAL)[6](TUERTO): DAME TU
[2021:01:26-23:16:56]  (Local) -> (LOCAL)[7](RCA)SrYanpool: si sabe como soltar?
[2021:01:26-23:16:56]  (Local) -> (LOCAL)[6](TUERTO): #
[2021:01:26-23:16:58]  (Local) -> (LOCAL)[1]|don|jimenez|RCA|: esperame aca
[2021:01:26-23:16:59]  (Local) -> (LOCAL)[6]#7F7F7F|DJ|#FF0000DoctorUribe|CAPU: jajaja
[2021:01:26-23:17:00]  (Local) -> (LOCAL)[7](RCA)SrYanpool: pues con usted parcero
[2021:01:26-23:17:01]  (Local) -> (LOCAL)[6]frnacovillar|ak|: SI
[2021:01:26-23:17:01]  (Local) -> (LOCAL)[8]#7F7F7F|ADM||LG|#00FF00Gocho|Ak|: oe
[2021:01:26-23:17:01]  (Local) -> (LOCAL)[8]#7F7F7F|ADM|#FF5C00CrudoMeansRaw|EVG: De papay pa fumarmelo otra vez jajaja
[2021:01:26-23:17:02]  (Local) -> (LOCAL)[2](BGW)DonGallino: ez
[2021:01:26-23:17:03]  (Local) -> (LOCAL)[1]Naomiiii: vale
[2021:01:26-23:17:03]  (Local) -> (LOCAL)[6]#7F7F7F|DJ|#FF0000DoctorUribe|CAPU: no le da pa pvp
[2021:01:26-23:17:05]  (Local) -> (LOCAL)[2](BGW)DonGallino: malo de mierda
[2021:01:26-23:17:06]  (Local) -> (LOCAL)[8]#7F7F7F|ADM|#FF5C00CrudoMeansRaw|EVG: q le paso pa
[2021:01:26-23:17:07]  (Local) -> (LOCAL)[6]frnacovillar|ak|: MAS TARDE ME BUY
[2021:01:26-23:17:07]  (Local) -> (LOCAL)[7](RCA)SrYanpool: pero usted sabe que esos tombos son la cagada
[2021:01:26-23:17:12]  (Local) -> (LOCAL)[7]FriendlyBanjo57: COMO ME PODES AYUDAR
[2021:01:26-23:17:12]  (Local) -> (LOCAL)[3]Stuzzy.2cb: catre
[2021:01:26-23:17:12]  (Local) -> (LOCAL)[7](POPEYE): jajajaj por qu eno le regalo plata aragan
[2021:01:26-23:17:14]  (Local) -> (LOCAL)[2]Travis_Scott[JyB]: quitaaaaaaaaa
[2021:01:26-23:17:14]  (Local) -> (LOCAL)[5]Stuzzy.2cb: cacorrin
[2021:01:26-23:17:14]  (Local) -> (LOCAL)[7](POPEYE): hp
[2021:01:26-23:17:14]  (Local) -> (LOCAL)[3]Razzork|Z: ey
[2021:01:26-23:17:15]  (Local) -> (LOCAL)[4]#7F7F7F|ADM|#FF5C00Catre|2cb: dime
[2021:01:26-23:17:17]  (Local) -> (LOCAL)[6][O]reo|~GT: CAPÚS
[2021:01:26-23:17:17]  (Local) -> (LOCAL)[2]zares: pal juego
[2021:01:26-23:17:17]  (Local) -> (LOCAL)[7](TUERTO): DAME TU NUMERO
[2021:01:26-23:17:18]  (Local) -> (LOCAL)[3]Razzork|Z: no tenes un bidon
[2021:01:26-23:17:19]  (Local) -> (LOCAL)[4]Stuzzy.2cb: q haces afk:(
[2021:01:26-23:17:19]  (Team - Fuerzas Armadas) -> (TEAM)frnacovillar|ak|: ES CARRO ES ESCLUSIBO
[2021:01:26-23:17:20]  (Local) -> (LOCAL)[7]FriendlyBanjo57: A CONSEGUIR PLATA
[2021:01:26-23:17:20]  (Local) -> (LOCAL)[6]MR.MCLOVIN(CAPU): hey pewor nos cayeron esas ratas
[2021:01:26-23:17:20]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF5C00Catre|2cb: siiii
[2021:01:26-23:17:21]  (Local) -> (LOCAL)[3]Razzork|Z: de gasofa
[2021:01:26-23:17:21]  (Local) -> (LOCAL)[6][O]reo|~GT: CAPUS
[2021:01:26-23:17:22]  (Local) -> (LOCAL)[1](RCA)SrYanpool: es nuevo
[2021:01:26-23:17:22]  (Local) -> (LOCAL)[7]#7F7F7F|ADM|#FF5C00CrudoMeansRaw|EVG: No pai plata no necesito jajaja el llamado es otro
[2021:01:26-23:17:23]  (Local) -> (LOCAL)[5](TUERTO): SISI
[2021:01:26-23:17:24]  (Local) -> (LOCAL)[1](RCA)SrYanpool: ?
[2021:01:26-23:17:25]  (Local) -> (LOCAL)[3]#7F7F7F|ADM|#FF5C00Catre|2cb: estaba comiendo amigo
[2021:01:26-23:17:26]  (Local) -> (LOCAL)[7](POPEYE): ajajjajajja
[2021:01:26-23:17:27]  (Local) -> (LOCAL)[7]#7F7F7F|ADM|#FF5C00CrudoMeansRaw|EVG: Papi tiene q camellar
[2021:01:26-23:17:28]  (Local) -> (LOCAL)[4]frnacovillar|ak|: SI O Q
[2021:01:26-23:17:31]  (Local) -> (LOCAL)[3]Razzork|Z: pa q almenos me prenda el carrito
[2021:01:26-23:17:32]  (Local) -> (LOCAL)[7](POPEYE): ajajaj aragan hp
[2021:01:26-23:17:34]  (Local) -> (LOCAL)[5][Perico~|GT]: cuanto la sandking
[2021:01:26-23:17:34]  (Local) -> (LOCAL)[7]#7F7F7F|ADM|#FF5C00CrudoMeansRaw|EVG: hay varios trabajos
[2021:01:26-23:17:35]  (Local) -> (LOCAL)[6]#7F7F7F|DJ|#FF0000DoctorUribe|CAPU: nahh
[2021:01:26-23:17:35]  (Local) -> (LOCAL)[7]FriendlyBanjo57: BREVE
[2021:01:26-23:17:35]  (Local) -> (LOCAL)[2]Kevin: soy perro viejo peroe ste panel no se como soltar
[2021:01:26-23:17:36]  (Local) -> (LOCAL)[6][O]reo|~GT: CAPUS
[2021:01:26-23:17:36]  (Global) -> JUAN-AA: ay dios mio q riko dio mio @SamanthaOwO
[2021:01:26-23:17:36]  (Local) -> (LOCAL)[7]#7F7F7F|ADM||LG|#00FF00Gocho|Ak|: EO
[2021:01:26-23:17:38]  (Local) -> (LOCAL)[6]MR.MCLOVIN(CAPU): curate
[2021:01:26-23:17:40]  (Local) -> (LOCAL)[6][O]reo|~GT: PVP A DEASER
[2021:01:26-23:17:40]  (Local) -> (LOCAL)[3]JUAN-AA: la buena sapo
[2021:01:26-23:17:42]  (Local) -> (LOCAL)[6]frnacovillar|ak|: OE
[2021:01:26-23:17:43]  (Local) -> (LOCAL)[7](POPEYE): dime g8
[2021:01:26-23:17:43]  (Local) -> (LOCAL)[6]MR.MCLOVIN(CAPU): q se le ofese
[2021:01:26-23:17:43]  (Global) -> bblin|Z: que pirobo para ir lag parce
[2021:01:26-23:17:43]  (Local) -> (LOCAL)[7]#7F7F7F|ADM|#FF5C00CrudoMeansRaw|EVG: en el F11 mire los muñecos color amarillo morado y azul
[2021:01:26-23:17:43]  (Local) -> (LOCAL)[2](RCA)SrYanpool: ajaja jueputa
[2021:01:26-23:17:44]  (Local) -> (LOCAL)[7]FriendlyBanjo57: CUAL ES EL MEJRO
[2021:01:26-23:17:44]  (Local) -> (LOCAL)[4][Perico~|GT]: cuanto la sandking
[2021:01:26-23:17:45]  (Local) -> (LOCAL)[5]#7F7F7F|DJ|#FF0000DoctorUribe|CAPU: bno
[2021:01:26-23:17:47]  (Global) -> Guarachero|Z: Omlaa
[2021:01:26-23:17:47]  (Local) -> (LOCAL)[1]Stuzzy.2cb: mejor vamos pa ls
[2021:01:26-23:17:48]  (Local) -> (LOCAL)[7]#7F7F7F|ADM||LG|#00FF00Gocho|Ak|: hacemos negocio o q
[2021:01:26-23:17:48]  (Local) -> (LOCAL)[1]|don|jimenez|RCA|: ven
[2021:01:26-23:17:48]  (Local) -> (LOCAL)[1]Naomiiii: linda
[2021:01:26-23:17:50]  (Local) -> (LOCAL)[1]Stuzzy.2cb: no es hora de turf
[2021:01:26-23:17:50]  (Local) -> (LOCAL)[5]MR.MCLOVIN(CAPU): vea
[2021:01:26-23:17:51]  (Local) -> (LOCAL)[7]#7F7F7F|ADM|#FF5C00CrudoMeansRaw|EVG: creo que el de busetero
[2021:01:26-23:17:51]  (Local) -> (LOCAL)[4](TUERTO): ESPERAME ENSEGUIDA TE HABLO
[2021:01:26-23:17:52]  (Global) -> Algarete|CAPU|.exe: @SamanthaOwO
[2021:01:26-23:17:53]  (Local) -> (LOCAL)[7](POPEYE): dale pss vamos
[2021:01:26-23:17:54]  (Local) -> (LOCAL)[1]Kevin: tengo que busar su nombre
[2021:01:26-23:17:55]  (Local) -> (LOCAL)[4][Perico~|GT]: aaaaaa
[2021:01:26-23:17:56]  (Local) -> (LOCAL)[3]Razzork|Z: la buena
[2021:01:26-23:17:56]  (Local) -> (LOCAL)[1]Stuzzy.2cb: no se pa que se vinineron
[2021:01:26-23:17:57]  (Local) -> (LOCAL)[1]Kevin: y soltarlo
[2021:01:26-23:17:57]  (Local) -> (LOCAL)[4][Perico~|GT]: vemos
[2021:01:26-23:17:57]  (Global) -> %000J4|Z: 2CB REYES DE SF 
[2021:01:26-23:17:59]  (Global) -> %000J4|Z: SI SR
[2021:01:26-23:18:00]  (Local) -> (LOCAL)[5]MR.MCLOVIN(CAPU): pere
[2021:01:26-23:18:01]  (Local) -> (LOCAL)[7]#7F7F7F|ADM||LG|#00FF00Gocho|Ak|: al banco
[2021:01:26-23:18:01]  (Local) -> (LOCAL)[2]Menorsin|Z: epa
[2021:01:26-23:18:02]  (Local) -> (LOCAL)[4](TUERTO): VOY A RECONECTAR
[2021:01:26-23:18:03]  (Global) -> Guarachero|Z: @SamanthaOwO
[2021:01:26-23:18:04]  (Local) -> (LOCAL)[4]JUAN-AA: a
[2021:01:26-23:18:05]  (Global) -> Fear~2cb: @SamanthaOwO
[2021:01:26-23:18:07]  (Local) -> (LOCAL)[3][z]tinoasprilla: naa nea
[2021:01:26-23:18:07]  (Global) -> JUAN-AA: AFM
[2021:01:26-23:18:08]  ([Msg] de Skippers|ZETAS| para [z]tinoasprilla: oe tenes el hot race 3) -> nil
[2021:01:26-23:18:08]  (Local) -> (LOCAL)[7](POPEYE): ponte mp
[2021:01:26-23:18:09]  (Global) -> JUAN-AA: ADM
[2021:01:26-23:18:10]  (Local) -> (LOCAL)[5]#7F7F7F|DJ|#FF0000DoctorUribe|CAPU: canson
[2021:01:26-23:18:10]  (Local) -> (LOCAL)[2]69Kid|AUC: xd
[2021:01:26-23:18:10]  (Local) -> (LOCAL)[3]frnacovillar|ak|: LU ESPERO
[2021:01:26-23:18:11]  (Local) -> (LOCAL)[1](RCA)SrYanpool: pero pide mucho no? porque por mi le dan 10
[2021:01:26-23:18:14]  (Local) -> (LOCAL)[6](POPEYE): no faltan los admins pelados
[2021:01:26-23:18:14]  (Local) -> (LOCAL)[1]|don|jimenez|RCA|: cual es tiu novio
[2021:01:26-23:18:15]  (Local) -> (LOCAL)[1](RCA)SrYanpool: yo le doy 15
[2021:01:26-23:18:16]  (Local) -> (LOCAL)[2]#7F7F7F|ADM|#FF5C00Catre|2cb: vamos
[2021:01:26-23:18:20]  (Local) -> (LOCAL)[3](TUERTO): HAGALE
[2021:01:26-23:18:20]  (Local) -> (LOCAL)[3]frnacovillar|ak|: OEW
[2021:01:26-23:18:20]  (Global) -> JUAN-AA: javierRD(AK)[1] cojiendo desde zona
[2021:01:26-23:18:22]  (Global) -> JUAN-AA: javierRD(AK)[1] cojiendo desde zona
[2021:01:26-23:18:24]  (Local) -> (LOCAL)[1]Kevin: deme 25lukas y breve
[2021:01:26-23:18:25]  (Local) -> (LOCAL)[1]frnacovillar|ak|: BEUNO
[2021:01:26-23:18:25]  (Local) -> (LOCAL)[3]Fear~2cb: gracias 2cb/MINI
[2021:01:26-23:18:25]  (Local) -> (LOCAL)[1]Naomiiii: ants juagaba
[2021:01:26-23:18:28]  (Local) -> (LOCAL)[1]Naomiiii: ya no
[2021:01:26-23:18:29]  (Local) -> (LOCAL)[1]frnacovillar|ak|: LU ESPERO
[2021:01:26-23:18:30]  (Local) -> (LOCAL)[12]#7F7F7F|ADM|#FF5C00CrudoMeansRaw|EVG: jajaja cual es su visaje
[2021:01:26-23:18:32]  (Global) -> JUAN-AA: ADM'S HPTAS 
[2021:01:26-23:18:33]  (Local) -> (LOCAL)[12]#7F7F7F|ADM|#FF5C00CrudoMeansRaw|EVG: de cual plata habla xd
[2021:01:26-23:18:33]  (Local) -> (LOCAL)[1](TUERTO): R
[2021:01:26-23:18:33]  (Local) -> (LOCAL)[3](RCA)SrYanpool: uy manin pero pide arto no cree
[2021:01:26-23:18:36]  (Local) -> (LOCAL)[9](POPEYE): despegela
[2021:01:26-23:18:36]  (Global) -> Guarachero|Z: KKKKKKKKKKKK
[2021:01:26-23:18:39]  (Local) -> (LOCAL)[10]#7F7F7F|ADM|#FF5C00CrudoMeansRaw|EVG: xd
[2021:01:26-23:18:40]  (Local) -> (LOCAL)[2](RCA)SrYanpool: por la pandemia esta todo heavy
[2021:01:26-23:18:45]  (Global) -> JUAN-AA: ayuda gonorreaaaaaaaaaaaaaaa
[2021:01:26-23:18:45]  (Local) -> (LOCAL)[2]Kevin: le pido la mitad de los 50
[2021:01:26-23:18:46]  (Global) -> JUAN-AA: jjjjja
[2021:01:26-23:18:47]  (Global) -> Travis_Scott[JyB]: HPTAAAAAAAAAAAAAAAAAAAAAAAAA
[2021:01:26-23:18:48]  (Local) -> (LOCAL)[2](RCA)SrYanpool: deje asi y lleveme mas bien jaja
[2021:01:26-23:18:53]  (Local) -> (LOCAL)[2](RCA)Trash: OLA
[2021:01:26-23:18:57]  (Global) -> Algarete|CAPU|.exe: @SamanthaOwO
[2021:01:26-23:18:59]  (Local) -> (LOCAL)[4]Travis_Scott[JyB]: ME LLEVA YA A LA CARCEL
[2021:01:26-23:19:00]  (Global) -> JUAN-AA: hpta tombo 
[2021:01:26-23:19:01]  (Local) -> (LOCAL)[2](RCA)SrYanpool: usted me callo bien no lo voy a pelar
[2021:01:26-23:19:01]  (Local) -> (LOCAL)[1](TUERTO): ESPERA PRIMERO VOY A HACER UNAS CONFIGURACIONES
[2021:01:26-23:19:04]  (Local) -> (LOCAL)[5]Travis_Scott[JyB]: SI MUERO LO REPORTO
[2021:01:26-23:19:05]  (Local) -> (LOCAL)[2](RCA)SrYanpool: cuando salga
[2021:01:26-23:19:06]  (Global) -> JUAN-AA: lo tubieron con requeson
[2021:01:26-23:19:08]  (Global) -> JUAN-AA: mlp
[2021:01:26-23:19:08]  (Local) -> (LOCAL)[2](RCA)SrYanpool: lleveme bro
[2021:01:26-23:19:09]  (Local) -> (LOCAL)[1]frnacovillar|ak|: UYY
[2021:01:26-23:19:12]  (Global) -> Guarachero|Z: SJAJSAJSAJSAJSAJSJASJAJSAJSAJS
[2021:01:26-23:19:13]  (Local) -> (LOCAL)[1]Naomiiii: no me sirve lo de sentarme ni nada de eso
[2021:01:26-23:19:14]  (Global) -> JUAN-AA: gonooreaaaaaaaaaaaaa
[2021:01:26-23:19:14]  (Team - Fuerzas Armadas) -> (TEAM)frnacovillar|ak|: A
[2021:01:26-23:19:17]  (Local) -> (LOCAL)[6]MR.MCLOVIN(CAPU): hey
[2021:01:26-23:19:20]  (Local) -> (LOCAL)[2](POPEYE): mp
[2021:01:26-23:19:22]  (Local) -> (LOCAL)[1]Naomiiii: q pereza
[2021:01:26-23:19:22]  (Global) -> DonChimbo|AUC: a
[2021:01:26-23:19:22]  (Local) -> (LOCAL)[6]#7F7F7F|DJ|#FF0000DoctorUribe|CAPU: vamos
[2021:01:26-23:19:26]  (Local) -> (LOCAL)[6]MR.MCLOVIN(CAPU): si meujor nos vamos
[2021:01:26-23:19:32]  (Team - Criminals) -> (TEAM)%000J4|Z: XD
[2021:01:26-23:19:35]  (Global) -> JUAN-AA: su cucha guarda el empaque del condon feo hpta
[2021:01:26-23:19:35]  (Local) -> (LOCAL)[2]Kevin: no pa igual le digo algo
[2021:01:26-23:19:35]  (Local) -> (LOCAL)[5]Travis_Scott[JyB]: SI MUERO LO REPORTO
[2021:01:26-23:19:38]  (Local) -> (LOCAL)[1](RCA)GustavoPetro: oe
[2021:01:26-23:19:38]  (Local) -> (LOCAL)[5]ChintzierSky68: usted es bobo o se las tira?
[2021:01:26-23:19:40]  (Local) -> (LOCAL)[1](RCA)SrYanpool: decime
[2021:01:26-23:19:41]  (Global) -> Guarachero|Z: KKKKKKKKKKKKKKKKK
[2021:01:26-23:19:42]  (Local) -> (LOCAL)[1]Kevin: me cayo bien pero
[2021:01:26-23:19:42]  (Global) -> (POPPER)GT: ESTE MAN ES HACKER
[2021:01:26-23:19:44]  (Local) -> (LOCAL)[7]Travis_Scott[JyB]: hola
[2021:01:26-23:19:45]  (Local) -> (LOCAL)[7](POPPER)GT: SAPO HPTTT
[2021:01:26-23:19:45]  (Global) -> Kevin:(: va a tocar que masacrar a ese prbs tombos
[2021:01:26-23:19:45]  (Local) -> (LOCAL)[1](RCA)GustavoPetro: oe
[2021:01:26-23:19:45]  (Team - Criminals) -> (TEAM)zares: XD
[2021:01:26-23:19:46]  (Global) -> #7F7F7F|DJ|#FF0000DoctorUribe|CAPU: aaaa
[2021:01:26-23:19:46]  (Local) -> (LOCAL)[7]Travis_Scott[JyB]: ajJAJAJJAJAJ
[2021:01:26-23:19:48]  (Local) -> (LOCAL)[1](RCA)SrYanpool: que menorsito
[2021:01:26-23:19:49]  (Local) -> (LOCAL)[1]Joaquin: ?
[2021:01:26-23:19:52]  (Local) -> (LOCAL)[5]FriendlyBanjo57: MUY ALETA
[2021:01:26-23:19:52]  (Local) -> (LOCAL)[5]Travis_Scott[JyB]: ÑERO ME COGIO ESE MAN
[2021:01:26-23:19:56]  (Local) -> (LOCAL)[1](RCA)GustavoPetro: tenes gang?
[2021:01:26-23:19:57]  (Local) -> (LOCAL)[7]#7F7F7F|DJ|#FF0000DoctorUribe|CAPU: vamos
[2021:01:26-23:19:58]  (Local) -> (LOCAL)[6]#7F7F7F|ADM|#FF5C00Catre|2cb: EZ
[2021:01:26-23:19:59]  (Global) -> JUAN-AA: hpta 
[2021:01:26-23:20:01]  (Local) -> (LOCAL)[2]%000J4|Z: XDDDDDDDDDD
[2021:01:26-23:20:01]  (Global) -> Guarachero|Z: Molly molly zetas gang
[2021:01:26-23:20:01]  (Local) -> (LOCAL)[4]MR.MCLOVIN(CAPU): vamo
[2021:01:26-23:20:01]  (Global) -> JUAN-AA: tombo mlp
[2021:01:26-23:20:02]  (Local) -> (LOCAL)[1]Joaquin: No nada
[2021:01:26-23:20:03]  (Local) -> (LOCAL)[1]Naomiiii: que hacemos acá
[2021:01:26-23:20:05]  (Local) -> (LOCAL)[10](POPPER)GT: ESTE MAN ES HACKER
[2021:01:26-23:20:06]  (Local) -> (LOCAL)[9](POPPER)GT: ESTE MAN ES HACKER
[2021:01:26-23:20:06]  (Local) -> (LOCAL)[2]Kevin: me cayo bien peor usted pelarme a mi ?
[2021:01:26-23:20:07]  (Local) -> (LOCAL)[9](POPPER)GT: ESTE MAN ES HACKER
[2021:01:26-23:20:08]  (Global) -> JUAN-AA: chupa culos de balaclava
[2021:01:26-23:20:09]  (Local) -> (LOCAL)[7](POPPER)GT: ESTE MAN ES HACKER
[2021:01:26-23:20:09]  (Local) -> (LOCAL)[2](RCA)SrYanpool: sabe le digo otra cosa pai jajaja que usted ya perdio el tiempo y no me puede meter ya xd
[2021:01:26-23:20:11]  (Local) -> (LOCAL)[6]MR.MCLOVIN(CAPU): bruh'
[2021:01:26-23:20:12]  (Local) -> (LOCAL)[2]Kevin: creame que no sabe quien soy yo
[2021:01:26-23:20:12]  (Global) -> Guarachero|Z: KKKK
[2021:01:26-23:20:12]  (Local) -> (LOCAL)[1]Naomiiii: me vas a culiar o que
[2021:01:26-23:20:14]  (Local) -> (LOCAL)[1](RCA)GustavoPetro: se quiere unir a mi gang?
[2021:01:26-23:20:14]  (Local) -> (LOCAL)[1]|don|jimenez|RCA|: paseo
[2021:01:26-23:20:14]  (Local) -> (LOCAL)[2]Travis_Scott[JyB]: ADMIN
[2021:01:26-23:20:15]  (Local) -> (LOCAL)[8]MR.MCLOVIN(CAPU): venga
[2021:01:26-23:20:16]  (Global) -> Travis_Scott[JyB]: ADMIN
[2021:01:26-23:20:16]  (Local) -> (LOCAL)[8]#7F7F7F|DJ|#FF0000DoctorUribe|CAPU: aa
[2021:01:26-23:20:17]  (Phone:SMS) -> From [z]tinoasprilla | To: Skippers|ZETAS| | Message: sisa
[2021:01:26-23:20:18]  (Local) -> (LOCAL)[1]Naomiiii: aa
[2021:01:26-23:20:18]  (Global) -> Travis_Scott[JyB]: ADMIN
[2021:01:26-23:20:19]  (Local) -> (LOCAL)[1]Joaquin: Ok
[2021:01:26-23:20:19]  (Local) -> (LOCAL)[2](RCA)SrYanpool: xdd
[2021:01:26-23:20:21]  (Global) -> paracohpta'z: eoeoe
[2021:01:26-23:20:22]  (Global) -> #7F7F7F|ADM|#FF5C00CrudoMeansRaw|EVG: Dime Travis_Scott[JyB][6]
[2021:01:26-23:20:22]  (Global) -> WarMaN--GT: Donde puedo comprar una moro
[2021:01:26-23:20:23]  (Local) -> (LOCAL)[1](RCA)GustavoPetro: ven
[2021:01:26-23:20:23]  (Local) -> (LOCAL)[2](RCA)SrYanpool: todo bien
[2021:01:26-23:20:26]  (Local) -> (LOCAL)[2]Travis_Scott[JyB]: tombo hacker
[2021:01:26-23:20:26]  (Global) -> Guarachero|Z: Na vio
[2021:01:26-23:20:27]  (Local) -> (LOCAL)[2]Kevin: hagale
[2021:01:26-23:20:29]  (Local) -> (LOCAL)[1]GOMITA0810: dime
[2021:01:26-23:20:29]  (Local) -> (LOCAL)[7]MR.MCLOVIN(CAPU): na
[2021:01:26-23:20:32]  (Global) -> WarMaN--GT: moto xd
[2021:01:26-23:20:33]  (Global) -> paracohpta'z: como fue
[2021:01:26-23:20:38]  (Global) -> #00146C|#A4B5FFPROD#00146C|#FF5C00CarlosBareta(6): Hola crudo
[2021:01:26-23:20:41]  (Global) -> #7F7F7F|ADM||LG|#FF5C00RicardoJorge|EVG|: Eres Travis_Scott[JyB] el cantante?
[2021:01:26-23:20:42]  (Global) -> Algarete|CAPU|.exe: dizq tombo hacker
[2021:01:26-23:20:42]  (Local) -> (LOCAL)[1]GOMITA0810: de?
[2021:01:26-23:20:44]  (Global) -> #7F7F7F|ADM|#FF5C00CrudoMeansRaw|EVG: Hola CarlosBareta(6)[MP]
[2021:01:26-23:20:45]  (Local) -> (LOCAL)[1]|don|jimenez|RCA|: espera
[2021:01:26-23:20:45]  (Global) -> Algarete|CAPU|.exe: XDDDDDDDDDDDD
[2021:01:26-23:20:48]  (Global) -> Travis_Scott[JyB]: sisa
[2021:01:26-23:20:48]  ([Msg] de Gocho|Ak| para (POPEYE): todo bien alla afuera?) -> nil
[2021:01:26-23:20:50]  (Global) -> Travis_Scott[JyB]: el mismo
[2021:01:26-23:20:51]  (Global) -> Kevin:(: warman donde esta el trabajo de buses ahi vende motos
[2021:01:26-23:20:51]  (Global) -> #7F7F7F|ADM||LG|#FF5C00RicardoJorge|EVG|: Uy que estilo
[2021:01:26-23:20:51]  (Global) -> paracohpta'z: agg no entiendes rey
[2021:01:26-23:20:53]  (Local) -> (LOCAL)[5][Perico~|GT]: oe
[2021:01:26-23:20:53]  (Local) -> (LOCAL)[8]#7F7F7F|DJ|#FF0000DoctorUribe|CAPU: jajajajsk
[2021:01:26-23:20:54]  (Local) -> (LOCAL)[1](POPEYE): sisas
[2021:01:26-23:20:55]  (Global) -> Travis_Scott[JyB]: en estos dias hay gira
[2021:01:26-23:20:55]  (Global) -> paracohpta'z: que vas hacer
[2021:01:26-23:20:55]  (Local) -> (LOCAL)[5]Kevin: perico
[2021:01:26-23:20:55]  (Local) -> (LOCAL)[11]69Kid|AUC: hola zonya
[2021:01:26-23:20:56]  (Local) -> (LOCAL)[1]GOMITA0810: a
[2021:01:26-23:20:57]  (Local) -> (LOCAL)[8]#7F7F7F|DJ|#FF0000DoctorUribe|CAPU: solos no pueden
[2021:01:26-23:20:58]  (Local) -> (LOCAL)[3]Kevin: perico
[2021:01:26-23:21:00]  (Local) -> (LOCAL)[9]#7F7F7F|ADM|#FF5C00Catre|2cb: XD
