This file was generated by Console at 2020:11:11-00:00:00



[2020:11:11-00:00:00]  (Global) -> 2cB'Sant:D: NA DJ CALLESE  HP
[2020:11:11-00:00:05]  (Global) -> 2cb|ZACK|: wii
[2020:11:11-22:48:53]  (Local) -> (LOCAL)[2]#7F7F7F|CVR|#FF5C00Catre: vamos
[2020:11:11-22:48:58]  (Global) -> 2cb/ARETE: admin me mataron en la carcel
[2020:11:11-22:48:59]  (Global) -> ElLimoPai: jo de puta
[2020:11:11-22:49:00]  (Local) -> (LOCAL)[2][2CB]KEVIN: tengo un millon
[2020:11:11-22:49:02]  (Global) -> [Zetas]Wilson12: ya voy padre
[2020:11:11-22:49:15]  (Local) -> (LOCAL)[5]#005F55|#00D3BDLG#005F55|#FF0000CAPU|~CapuCurioso~|: Dios mio
[2020:11:11-22:49:16]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#0064FFlauraaa: joder
[2020:11:11-22:49:16]  (Global) -> Capucho-kun: algun admin que me saque de la tienda de ropa? logee aqui y no puedo salir
[2020:11:11-22:49:19]  (Local) -> (LOCAL)[5]#005F55|#00D3BDLG#005F55|#FF0000CAPU|~CapuCurioso~|: Ya la cague XDDD
[2020:11:11-22:49:22]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#0064FFlauraaa: kon luces rojas
[2020:11:11-22:49:22]  (Team - Criminals) -> (TEAM)2cb/ARETE: 5
[2020:11:11-22:49:24]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#0064FFlauraaa: unu
[2020:11:11-22:49:24]  (Global) -> #7F7F7F|CVR|#FF5C00Catre: ya lo saco
[2020:11:11-22:49:25]  (Local) -> (LOCAL)[3]Coziud: uis..
[2020:11:11-22:49:29]  (Local) -> (LOCAL)[3][Z]DanielFly: otra vez vos?
[2020:11:11-22:49:30]  (Local) -> (LOCAL)[5]#005F55|#00D3BDLG#005F55|#FF0000CAPU|~CapuCurioso~|: a
[2020:11:11-22:49:30]  (Local) -> (LOCAL)[4]|CAPU|Milplones666: aaa nea
[2020:11:11-22:49:31]  (Local) -> (LOCAL)[3]oscar: como es que es su nombre
[2020:11:11-22:49:31]  (Local) -> (LOCAL)[1][2CB]KEVIN: que paso
[2020:11:11-22:49:35]  (Local) -> (LOCAL)[5]|CAPU|Milplones666: me va a cagar la facha
[2020:11:11-22:49:35]  (Local) -> (LOCAL)[5]CAPUCone: q
[2020:11:11-22:49:37]  (Local) -> (LOCAL)[3][Z]DanielFly: perate oscar
[2020:11:11-22:49:39]  (Local) -> (LOCAL)[6]CAPUCone: jajaja
[2020:11:11-22:49:40]  (Local) -> (LOCAL)[2]Coziud: el destino
[2020:11:11-22:49:43]  (Global) -> MontesSicario: Ey que
[2020:11:11-22:49:44]  (Global) -> [Zetas]Wilson12: pa yo mantego afk
[2020:11:11-22:49:44]  (Global) -> oscar: bno
[2020:11:11-22:49:45]  (Local) -> (LOCAL)[1][Z]DanielFly: a
[2020:11:11-22:49:46]  (Local) -> (LOCAL)[6]#7F7F7F|CVR|#FF5C00Catre: nos van a funar kreator
[2020:11:11-22:49:50]  (Global) -> [Zetas]Wilson12: para estar pediente de la musica
[2020:11:11-22:49:50]  (Local) -> (LOCAL)[6]#005F55|#00D3BDLG#005F55|#FF0000CAPU|~CapuCurioso~|: JAJAJSJAJAS
[2020:11:11-22:49:51]  (Global) -> MontesSicario: Me cambie a criminal y mato tombo y no me da 8k
[2020:11:11-22:50:01]  (Global) -> Capucho-kun: wwtgracias
[2020:11:11-22:50:01]  (Local) -> (LOCAL)[6]#7F7F7F|CVR|#FF5C00Catre: tengo miedo amigo
[2020:11:11-22:50:03]  (Global) -> [BuM]JuanDelPiz: que grande yandrix
[2020:11:11-22:50:06]  (Global) -> paulo.mafiaa: or
[2020:11:11-22:50:07]  (Global) -> MontesSicario: Algun error?
[2020:11:11-22:50:09]  (Global) -> paulo.mafiaa: oe
[2020:11:11-22:50:09]  (Global) -> 2cb|tayson: como me quito el modo pasivo
[2020:11:11-22:50:09]  (Global) -> #7F7F7F|CVR|#FF0000~Piskero~2cb: montes
[2020:11:11-22:50:14]  (Local) -> (LOCAL)[6]#005F55|#00D3BDLG#005F55|#FF0000CAPU|~CapuCurioso~|: Dios mio
[2020:11:11-22:50:15]  (Global) -> MontesSicario: Aja?
[2020:11:11-22:50:15]  (Global) -> [BRAYAN]: DIJ
[2020:11:11-22:50:17]  (Global) -> #7F7F7F|CVR|#FF0000~Piskero~2cb: debna?
[2020:11:11-22:50:17]  (Local) -> (LOCAL)[6]#7F7F7F|CVR|#FF5C00Catre: se me olvido esa anim
[2020:11:11-22:50:20]  (Local) -> (LOCAL)[6]#005F55|#00D3BDLG#005F55|#FF0000CAPU|~CapuCurioso~|: KREATOR TE WOA FUNAR
[2020:11:11-22:50:21]  (Global) -> #7F7F7F|CVR|#FF0000~Piskero~2cb: puedes grabart?
[2020:11:11-22:50:25]  (Global) -> MontesSicario: BO
[2020:11:11-22:50:25]  (Local) -> (LOCAL)[6]#7F7F7F|CVR|#FF5C00XhnGuaracha: aaaaaa
[2020:11:11-22:50:27]  (Local) -> (LOCAL)[6]#7F7F7F|CVR|#FF5C00XhnGuaracha: jasjdjasdjajadsd
[2020:11:11-22:50:27]  (Local) -> (LOCAL)[3]MontesSicario: No
[2020:11:11-22:50:29]  (Global) -> MontesSicario: No
[2020:11:11-22:50:29]  (Global) -> #7F7F7F|CVR|#FF0000~Piskero~2cb: no?
[2020:11:11-22:50:31]  (Global) -> #7F7F7F|CVR|#FF0000~Piskero~2cb: aaa
[2020:11:11-22:50:31]  (Local) -> (LOCAL)[1][2CB]KEVIN: que tiene hya un millon
[2020:11:11-22:50:33]  (Global) -> 2cb|tayson: como me quito el modo pasivo
[2020:11:11-22:50:33]  (Local) -> (LOCAL)[7]#7F7F7F|CVR|#FF5C00Catre: ponte pantalon
[2020:11:11-22:50:36]  (Local) -> (LOCAL)[8]#7F7F7F|CVR|#FF5C00KREATOR: a votar pa
[2020:11:11-22:50:37]  (Local) -> (LOCAL)[5]TartarusPossessed: jm
[2020:11:11-22:50:38]  (Local) -> (LOCAL)[4]g8: como es ese comando?
[2020:11:11-22:50:40]  (Local) -> (LOCAL)[8]#7F7F7F|CVR|#FF5C00Catre: mucho pervertido por aca
[2020:11:11-22:50:43]  (Local) -> (LOCAL)[4]|CAPU|Milplones666: pa q
[2020:11:11-22:50:44]  (Global) -> MontesSicario: No me acuerdo como XD y cuando lo hize no podia
[2020:11:11-22:50:44]  (Global) -> TartarusPossessed: temazoooooooooo
[2020:11:11-22:50:45]  (Local) -> (LOCAL)[3]Mr.Nea: sali
[2020:11:11-22:50:46]  (Local) -> (LOCAL)[4]|CAPU|Milplones666: comando pa q
[2020:11:11-22:50:48]  (Global) -> [Zetas]Wilson12: como padre
[2020:11:11-22:50:50]  (Local) -> (LOCAL)[3][Z]Petrosky: no kiero
[2020:11:11-22:50:50]  (Global) -> #7F7F7F|CVR|#FF0000~Piskero~2cb: mm vamos hacer prueba va? y toma capturas
[2020:11:11-22:50:51]  (Local) -> (LOCAL)[5]g8: pa fumar
[2020:11:11-22:50:54]  (Global) -> #7F7F7F|CVR|#FF0000~Piskero~2cb: pero ya puedes?
[2020:11:11-22:50:57]  (Local) -> (LOCAL)[5]|CAPU|Milplones666: smoke 2
[2020:11:11-22:50:57]  (Team - Unemployed) -> (TEAM)#7F7F7F|CVR|#FF5C00XhnGuaracha: /smoke 6
[2020:11:11-22:50:58]  (Global) -> MontesSicario: Q prueba
[2020:11:11-22:50:58]  (Local) -> (LOCAL)[1][2CB]KEVIN: que carros tiene tengo un millon
[2020:11:11-22:50:59]  (Local) -> (LOCAL)[7]#7F7F7F|CVR|#FF5C00Catre: hey nosotros podemos votar ?
[2020:11:11-22:51:00]  (Local) -> (LOCAL)[6]#7F7F7F|CVR|#FF5C00Catre: XDDD
[2020:11:11-22:51:03]  (Local) -> (LOCAL)[5]g8: ah
[2020:11:11-22:51:05]  (Global) -> 2cb|Yandrix: GRACIAS SCRYMBOY
[2020:11:11-22:51:07]  (Local) -> (LOCAL)[5]g8: gracias bro
[2020:11:11-22:51:09]  (Local) -> (LOCAL)[7]#7F7F7F|CVR|#FF5C00Catre: vote por mi y yo voto por sted
[2020:11:11-22:51:10]  (Global) -> #7F7F7F|CVR|#FF0000~Piskero~2cb: no ps que no le estan dando plata por ser criminal y matar tombos?
[2020:11:11-22:51:11]  (Local) -> (LOCAL)[7]#7F7F7F|CVR|#FF5C00Catre: XDDD
[2020:11:11-22:51:11]  (Global) -> #7F7F7F|CVR||LiderCelacho|#0064FFOjosTristes: HOLA PISKERO, VOTAS BIEN POR MI
[2020:11:11-22:51:11]  (Local) -> (LOCAL)[5]g8: tienes mero flow
[2020:11:11-22:51:15]  (Global) -> #7F7F7F|CVR||LiderCelacho|#0064FFOjosTristes: gracias
[2020:11:11-22:51:16]  (Global) -> #7F7F7F|CVR|#FF0000~Piskero~2cb: claro cela
[2020:11:11-22:51:16]  (Global) -> [Zetas]Wilson12: pa tengo una nmax
[2020:11:11-22:51:17]  (Global) -> MontesSicario: a bno
[2020:11:11-22:51:18]  (Local) -> (LOCAL)[4]|CAPU|Milplones666: bno
[2020:11:11-22:51:19]  (Global) -> #7F7F7F|CVR|#FF5C00Megu: Tu mi locura beibe
[2020:11:11-22:51:21]  (Global) -> paulo.mafiaa: oe
[2020:11:11-22:51:22]  (Local) -> (LOCAL)[1][2CB]KEVIN: no
[2020:11:11-22:51:22]  (Global) -> [Zetas]Wilson12: o un whasinton6
[2020:11:11-22:51:22]  (Local) -> (LOCAL)[12]2cb'Judas?Iscariotes: ya les vote bn a todos grasias
[2020:11:11-22:51:25]  (Local) -> (LOCAL)[10]2cb'Judas?Iscariotes: :v
[2020:11:11-22:51:28]  (Local) -> (LOCAL)[1][2CB]KEVIN: cual es ese
[2020:11:11-22:51:29]  (Global) -> [BRAYAN]: DJ PONEME DIME QUE SI 
[2020:11:11-22:51:33]  (Local) -> (LOCAL)[1]EmilioChsmo: a
[2020:11:11-22:51:35]  (Local) -> (LOCAL)[10]#7F7F7F|CVR|#FF5C00Catre: yo soy 2cb
[2020:11:11-22:51:41]  (Local) -> (LOCAL)[1][2CB]KEVIN: cuanto
[2020:11:11-22:51:42]  (Global) -> [BRAYAN]: SI ME LA PODES PONER
[2020:11:11-22:51:43]  (Local) -> (LOCAL)[11]2cb'Judas?Iscariotes: multicuentas
[2020:11:11-22:51:44]  (Local) -> (LOCAL)[9]#7F7F7F|CVR|#FF5C00Catre: mejor amigo de tussy
[2020:11:11-22:51:45]  (Local) -> (LOCAL)[4]MontesSicario: XD
[2020:11:11-22:51:45]  (Global) -> [Zetas]Wilson12: mejorado
[2020:11:11-22:51:45]  (Local) -> (LOCAL)[10]2cb'Judas?Iscariotes: les vote bn
[2020:11:11-22:51:47]  (Local) -> (LOCAL)[9]2cb'Judas?Iscariotes: pa q ganen
[2020:11:11-22:51:50]  (Local) -> (LOCAL)[10]2cb'Judas?Iscariotes: nose q ganan pero bn
[2020:11:11-22:51:51]  (Local) -> (LOCAL)[3]Bocato: a mr nea
[2020:11:11-22:51:54]  (Local) -> (LOCAL)[10]#7F7F7F|CVR|#FF5C00Catre: nada
[2020:11:11-22:51:55]  (Local) -> (LOCAL)[1]2cb|tayson: COMO ME QUITOEL MODO PASIVO
[2020:11:11-22:51:57]  (Local) -> (LOCAL)[10]2cb'Judas?Iscariotes: a bno master
[2020:11:11-22:51:58]  (Local) -> (LOCAL)[10]#7F7F7F|CVR|#FF5C00Catre: que no nos funen XD
[2020:11:11-22:51:58]  (Local) -> (LOCAL)[4]Mr.Nea: aa
[2020:11:11-22:52:01]  (Local) -> (LOCAL)[1][2CB]KEVIN: cuanto por q ese vale 350
[2020:11:11-22:52:01]  (Local) -> (LOCAL)[11]2cb'Judas?Iscariotes: :v
[2020:11:11-22:52:03]  (Local) -> (LOCAL)[5]Mr.Nea: soltame sapo hptyaaa
[2020:11:11-22:52:05]  (Local) -> (LOCAL)[1]EmilioChsmo: /modopasivo
[2020:11:11-22:52:05]  (Local) -> (LOCAL)[6]Mr.Nea: spassd
[2020:11:11-22:52:06]  (Local) -> (LOCAL)[10]2cb'Judas?Iscariotes: bno me voi
[2020:11:11-22:52:08]  (Global) -> [Zetas]Wilson12: dime que si ?
[2020:11:11-22:52:10]  (Local) -> (LOCAL)[6]Mr.Nea: AA MAPARIDO
[2020:11:11-22:52:11]  (Global) -> #7F7F7F|CVR|#FF0000~Piskero~2cb: montes ent q 
[2020:11:11-22:52:12]  (Local) -> (LOCAL)[10]oscar: oeee
[2020:11:11-22:52:13]  (Global) -> #7F7F7F|CVR|#FF0000~Piskero~2cb: no lei xd
[2020:11:11-22:52:15]  (Local) -> (LOCAL)[1][2CB]KEVIN: cuanto
[2020:11:11-22:52:15]  (Local) -> (LOCAL)[7]Bocato: nea soltame
[2020:11:11-22:52:17]  (Local) -> (LOCAL)[10][Z]DanielFly: oe
[2020:11:11-22:52:19]  (Local) -> (LOCAL)[11]#7F7F7F|CVR|#FF5C00Catre: hey vamos hacer el evento gay
[2020:11:11-22:52:21]  (Local) -> (LOCAL)[1][Zetas]Wilson12: pa cuanto da
[2020:11:11-22:52:23]  (Local) -> (LOCAL)[9]#7F7F7F|CVR|#FF5C00Catre: uy temon
[2020:11:11-22:52:25]  (Local) -> (LOCAL)[9]#005F55|#00D3BDLG#005F55|#FF0000CAPU|~CapuCurioso~|: xd
[2020:11:11-22:52:26]  (Local) -> (LOCAL)[2][Z]DanielFly: agregueme a dc
[2020:11:11-22:52:27]  (Local) -> (LOCAL)[8]#7F7F7F|CVR|#FF5C00Megu: Hola amigos
[2020:11:11-22:52:27]  (Local) -> (LOCAL)[1][2CB]KEVIN: si me da buen precio se lo compro
[2020:11:11-22:52:31]  (Local) -> (LOCAL)[8]#7F7F7F|CVR|#FF5C00Catre: hola megu
[2020:11:11-22:52:32]  (Local) -> (LOCAL)[8]#7F7F7F|CVR|#FF5C00Catre: me votas
[2020:11:11-22:52:33]  (Local) -> (LOCAL)[7]#005F55|#00D3BDLG#005F55|#FF0000CAPU|~CapuCurioso~|: Hola megu
[2020:11:11-22:52:34]  (Global) -> [Zetas]Wilson12: 500k
[2020:11:11-22:52:35]  (Local) -> (LOCAL)[1][2CB]KEVIN: 400k
[2020:11:11-22:52:36]  (Local) -> (LOCAL)[8]g8: xd
[2020:11:11-22:52:37]  (Local) -> (LOCAL)[7]#7F7F7F|CVR|#FF5C00Catre: y te voto
[2020:11:11-22:52:39]  (Local) -> (LOCAL)[7]#7F7F7F|CVR|#FF5C00Megu: me votan porfa
[2020:11:11-22:52:39]  (Local) -> (LOCAL)[7]#005F55|#00D3BDLG#005F55|#FF0000CAPU|~CapuCurioso~|: COmo estas
[2020:11:11-22:52:41]  (Local) -> (LOCAL)[1]oscar: ya
[2020:11:11-22:52:41]  (Local) -> (LOCAL)[8]#7F7F7F|CVR|#FF5C00Catre: (y)
[2020:11:11-22:52:43]  (Local) -> (LOCAL)[8]#7F7F7F|CVR|#FF5C00Megu: si claro amigo
[2020:11:11-22:52:44]  (Global) -> [Zetas]Wilson12: 450k
[2020:11:11-22:52:45]  (Local) -> (LOCAL)[8]#7F7F7F|CVR|#FF5C00Megu: de una
[2020:11:11-22:52:46]  (Global) -> [ZETAS]NoSoyFelix: Vendo Blista Compact full tuning 1 palo 
[2020:11:11-22:52:47]  (Local) -> (LOCAL)[1]Royal: otra vez?
[2020:11:11-22:52:48]  (Local) -> (LOCAL)[6]g8: no se dejen
[2020:11:11-22:52:50]  (Local) -> (LOCAL)[8]#7F7F7F|CVR|#FF5C00Catre: mi ultima semana de staff
[2020:11:11-22:52:51]  (Global) -> Royal: otra vez tirofijo?
[2020:11:11-22:52:52]  (Global) -> [Zetas]Wilson12: espere 
[2020:11:11-22:52:54]  (Local) -> (LOCAL)[1]oscar: ya le escribi
[2020:11:11-22:52:55]  (Local) -> (LOCAL)[1][2CB]KEVIN: uagale
[2020:11:11-22:52:55]  (Local) -> (LOCAL)[7]EmilioChsmo: k?
[2020:11:11-22:52:56]  (Local) -> (LOCAL)[8]#7F7F7F|CVR|#FF5C00Megu: lo mismo digo
[2020:11:11-22:52:58]  (Local) -> (LOCAL)[1][Z]DanielFly: ya lo acepto
[2020:11:11-22:52:58]  (Global) -> Royal: >:(
[2020:11:11-22:52:59]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#0064FFlauraaa: que estamos haciendo
[2020:11:11-22:53:01]  (Local) -> (LOCAL)[5]|CAPU|Milplones666: soy mas poderoso que pablo escobaaaaar
[2020:11:11-22:53:03]  (Local) -> (LOCAL)[10]#005F55|#00D3BDLG#005F55|#FF0000CAPU|~CapuCurioso~|: F
[2020:11:11-22:53:04]  (Local) -> (LOCAL)[1][2CB]KEVIN: pero agame un favor
[2020:11:11-22:53:05]  (Global) -> [ZETAS]NoSoyFelix: Vendo Blista Compact full tuning 1 palo 
[2020:11:11-22:53:15]  (Local) -> (LOCAL)[8]#7F7F7F|CVR|#FF5C00Catre: la verdad a lo unico que entro es a moderar y hacer eventos
[2020:11:11-22:53:18]  (Local) -> (LOCAL)[8]#7F7F7F|CVR|#FF5C00KREATOR: voy a votar x mi mismo
[2020:11:11-22:53:18]  (Global) -> [BuM]JuanDelPiz: si uno compra vip es para siempre  ?
[2020:11:11-22:53:18]  (Local) -> (LOCAL)[8]#005F55|#00D3BDLG#005F55|#FF0000CAPU|~CapuCurioso~|: Gracias Dios por ser LG
[2020:11:11-22:53:19]  (Local) -> (LOCAL)[8]#7F7F7F|CVR|#FF5C00Catre: XD
[2020:11:11-22:53:22]  (Global) -> #7F7F7F|CVR|#FF0000~Piskero~2cb: no
[2020:11:11-22:53:23]  (Global) -> MontesSicario: NO
[2020:11:11-22:53:23]  (Global) -> paulo.mafiaa: oe
[2020:11:11-22:53:23]  (Local) -> (LOCAL)[4]2cb'Judas?Iscariotes: uf q tema
[2020:11:11-22:53:23]  (Global) -> TIROFIJO420: Fresco royal lloron
[2020:11:11-22:53:23]  (Global) -> #7F7F7F|CVR|#0064FFlauraaa: no
[2020:11:11-22:53:24]  (Global) -> #7F7F7F|CVR|#FF0000~Piskero~2cb: mensual
[2020:11:11-22:53:25]  (Local) -> (LOCAL)[8]#005F55|#00D3BDLG#005F55|#FF0000CAPU|~CapuCurioso~|: XDD
[2020:11:11-22:53:26]  (Local) -> (LOCAL)[3]Bocato: montes loca hpta
[2020:11:11-22:53:27]  (Global) -> [ZETAS]NoSoyFelix: Vendo Blista Compact full tuning 1 palo 
[2020:11:11-22:53:29]  (Global) -> Royal: Fresco B)
[2020:11:11-22:53:31]  (Local) -> (LOCAL)[9]|COSTELAND|Briham|2cB|: ya te pusieron el diamond?
[2020:11:11-22:53:33]  (Global) -> EmilioChsmo: caro
[2020:11:11-22:53:38]  (Local) -> (LOCAL)[4]CAPU|Algarete: iosmio q temaso
[2020:11:11-22:53:43]  (Global) -> [Zetas]Wilson12: deme 500k
[2020:11:11-22:53:43]  (Local) -> (LOCAL)[1][2CB]KEVIN: agame un favor}
[2020:11:11-22:53:44]  (Global) -> [ZETAS]NoSoyFelix: Vendo Blista Compact full tuning 1 palo 
[2020:11:11-22:53:44]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#0064FFlauraaa: que estamos haciendo
[2020:11:11-22:53:48]  (Local) -> (LOCAL)[1][2CB]KEVIN: 450k
[2020:11:11-22:53:49]  (Global) -> MontesSicario: Ahorita voy mato un tombo a ver si no me dan las lks
[2020:11:11-22:53:51]  (Local) -> (LOCAL)[2]Mr.Nea: culeamos ??
[2020:11:11-22:53:53]  (Local) -> (LOCAL)[4]CAPU|Algarete: Q TEMASOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
[2020:11:11-22:53:55]  (Local) -> (LOCAL)[9]EmilioChsmo: ajskasajskajskasjkasj}
[2020:11:11-22:53:57]  (Global) -> [Zetas]Wilson12: breve
[2020:11:11-22:54:01]  (Local) -> (LOCAL)[4]|CAPU|Milplones666: aaa ijueputas no dejan acer facha bn
[2020:11:11-22:54:01]  (Local) -> (LOCAL)[2]MontesSicario: No
[2020:11:11-22:54:04]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#0064FFlauraaa: que estamos haciendo
[2020:11:11-22:54:05]  (Global) -> [ZETAS]NoSoyFelix: Vendo Blista Compact full tuning 1 palo 
[2020:11:11-22:54:05]  (Local) -> (LOCAL)[1][2CB]KEVIN: oiga se deja culiar
[2020:11:11-22:54:08]  (Local) -> (LOCAL)[2]Mr.Nea: me hago de criminal vamos junticos bb
[2020:11:11-22:54:08]  (Local) -> (LOCAL)[1][2CB]KEVIN: ??
[2020:11:11-22:54:08]  (Global) -> [Zetas]Wilson12: pero como lo vendo
[2020:11:11-22:54:09]  (Global) -> Aqua: busco perro ijueputa q
[2020:11:11-22:54:09]  (Global) -> MontesSicario: Culion
[2020:11:11-22:54:10]  (Local) -> (LOCAL)[9]#7F7F7F|CVR|#FF5C00Megu: ESTE PERRO HP
[2020:11:11-22:54:12]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#0064FFlauraaa: que estamos haciendo
[2020:11:11-22:54:13]  (Global) -> [Zetas]Wilson12: jajajaja
[2020:11:11-22:54:14]  (Local) -> (LOCAL)[4]CAPU|Algarete: no se
[2020:11:11-22:54:15]  (Local) -> (LOCAL)[1][Z]DanielFly: veni manejo
[2020:11:11-22:54:16]  (Local) -> (LOCAL)[1][2CB]KEVIN: ya le digo
[2020:11:11-22:54:17]  (Local) -> (LOCAL)[10]#7F7F7F|CVR|#FF5C00Megu: QUITALO OE
[2020:11:11-22:54:19]  (Local) -> (LOCAL)[4]CAPU|Algarete: sems q hacemos
[2020:11:11-22:54:21]  (Local) -> (LOCAL)[11]EmilioChsmo: ?
[2020:11:11-22:54:22]  (Global) -> |CAPU|Milplones666: busco perra en celo
[2020:11:11-22:54:24]  (Local) -> (LOCAL)[10]#005F55|#00D3BDLG#005F55|#FF0000CAPU|~CapuCurioso~|: Ey catre
[2020:11:11-22:54:29]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#0064FFlauraaa: ay
[2020:11:11-22:54:30]  (Local) -> (LOCAL)[1][2CB]KEVIN: si o no
[2020:11:11-22:54:31]  (Local) -> (LOCAL)[10]#005F55|#00D3BDLG#005F55|#FF0000CAPU|~CapuCurioso~|: No me deja hacer eventos
[2020:11:11-22:54:35]  (Global) -> [Zetas]Wilson12: sis
[2020:11:11-22:54:35]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#0064FFlauraaa: como haces eso
[2020:11:11-22:54:36]  (Local) -> (LOCAL)[10]#7F7F7F|CVR|#FF5C00Catre: yo lo hago
[2020:11:11-22:54:39]  (Local) -> (LOCAL)[11]#005F55|#00D3BDLG#005F55|#FF0000CAPU|~CapuCurioso~|: Ale
[2020:11:11-22:54:40]  (Local) -> (LOCAL)[1][2CB]KEVIN: bajese
[2020:11:11-22:54:45]  (Local) -> (LOCAL)[4]CAPU|Algarete: los bailes del fornai
[2020:11:11-22:54:46]  (Local) -> (LOCAL)[1]oscar: llevame al amunation
[2020:11:11-22:54:46]  (Local) -> (LOCAL)[1][Z]Petrosky: izi
[2020:11:11-22:54:47]  (Local) -> (LOCAL)[1][2CB]KEVIN: venga
[2020:11:11-22:54:48]  (Local) -> (LOCAL)[8]#7F7F7F|CVR|#FF5C00Catre: me ayuda a moderar
[2020:11:11-22:54:49]  (Local) -> (LOCAL)[1]2cb'Judas?Iscariotes: claro pa
[2020:11:11-22:54:51]  (Local) -> (LOCAL)[9]#005F55|#00D3BDLG#005F55|#FF0000CAPU|~CapuCurioso~|: Weno
[2020:11:11-22:54:54]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#0064FFlauraaa: pero los haces en el karro
[2020:11:11-22:54:55]  (Local) -> (LOCAL)[1][2CB]KEVIN: se sabe el comando
[2020:11:11-22:54:55]  (Local) -> (LOCAL)[4]CAPU|Algarete: se pueden hacer en el carro
[2020:11:11-22:54:56]  (Global) -> paulo.mafiaa: oe pa
[2020:11:11-22:54:59]  (Local) -> (LOCAL)[12]S!carioo: Q ONDAA
[2020:11:11-22:54:59]  (Local) -> (LOCAL)[10]#005F55|#00D3BDLG#005F55|#FF0000CAPU|~CapuCurioso~|: Escribe /crearevento
[2020:11:11-22:55:00]  (Local) -> (LOCAL)[4]#7F7F7F|CVR|#0064FFlauraaa: aaa
[2020:11:11-22:55:01]  (Global) -> [Zetas]Wilson12: no
[2020:11:11-22:55:06]  (Local) -> (LOCAL)[9]#005F55|#00D3BDLG#005F55|#FF0000CAPU|~CapuCurioso~|: Te saldra un panel
[2020:11:11-22:55:07]  (Local) -> (LOCAL)[10]#7F7F7F|CVR|#FF5C00Catre: sisa
[2020:11:11-22:55:10]  (Global) -> paulo.mafiaa: bamos
[2020:11:11-22:55:13]  (Local) -> (LOCAL)[12]#7F7F7F|CVR|#FF5C00Catre: espere terminamos el te,a
[2020:11:11-22:55:14]  (Local) -> (LOCAL)[1]2cb'Judas?Iscariotes: :v
[2020:11:11-22:55:16]  (Local) -> (LOCAL)[3]S!carioo: VAMOS A RECLUTAR
[2020:11:11-22:55:18]  (Local) -> (LOCAL)[11]#7F7F7F|CVR|#FF5C00Catre: ash malparido megu
[2020:11:11-22:55:19]  (Local) -> (LOCAL)[1]oscar: mandame la invi a de tu ganag
[2020:11:11-22:55:20]  (Local) -> (LOCAL)[11]#005F55|#00D3BDLG#005F55|#FF0000CAPU|~CapuCurioso~|: Se lo llevaron
[2020:11:11-22:55:20]  (Local) -> (LOCAL)[1]S!carioo: NESECITAMOS GENTE
[2020:11:11-22:55:27]  (Local) -> (LOCAL)[1]Royal: 0l4
[2020:11:11-22:55:30]  (Global) -> paulo.mafiaa: listo
[2020:11:11-22:55:30]  (Local) -> (LOCAL)[1]Mr.Nea: ola
[2020:11:11-22:55:31]  (Global) -> [2CB]KEVIN: se sabe el comando de culiar
[2020:11:11-22:55:35]  (Local) -> (LOCAL)[9]#7F7F7F|CVR|#FF5C00Catre: arriba las manos
[2020:11:11-22:55:36]  (Global) -> [Zetas]Wilson12: nada jajajja
[2020:11:11-22:55:37]  (Local) -> (LOCAL)[1]Royal: po q son tan cansones los tombos?
[2020:11:11-22:55:38]  (Global) -> paulo.mafiaa: lo 
[2020:11:11-22:55:42]  (Local) -> (LOCAL)[2]TIROFIJO420: QUE LE PASA MANC
[2020:11:11-22:55:42]  (Local) -> (LOCAL)[1]Mr.Nea: no se xd
[2020:11:11-22:55:43]  (Global) -> [Zetas]Wilson12: como le vendo el carro
[2020:11:11-22:55:43]  (Local) -> (LOCAL)[2]TIROFIJO420: MANCO
[2020:11:11-22:55:46]  (Local) -> (LOCAL)[1][2CB]KEVIN: le da /culiarvieja
[2020:11:11-22:55:46]  (Local) -> (LOCAL)[9]Bocato: mas tarde
[2020:11:11-22:55:48]  (Local) -> (LOCAL)[1]Mr.Nea: hoy me puse de tombo
[2020:11:11-22:55:48]  (Local) -> (LOCAL)[1]Royal: mistreios de la vida
[2020:11:11-22:55:49]  (Local) -> (LOCAL)[9]#7F7F7F|CVR|#FF5C00KREATOR: ok
[2020:11:11-22:55:50]  (Local) -> (LOCAL)[9]#7F7F7F|CVR|#FF5C00Catre: arriba las manos
[2020:11:11-22:55:51]  (Local) -> (LOCAL)[2]Royal: eso veo
[2020:11:11-22:55:56]  (Global) -> Capucho-kun: dcomo me quito el color de criminal del nombre?
[2020:11:11-22:55:58]  (Local) -> (LOCAL)[1]Royal: toy castigado
[2020:11:11-22:56:00]  (Local) -> (LOCAL)[1]Royal: mmmmsi
[2020:11:11-22:56:01]  (Local) -> (LOCAL)[1][2CB]KEVIN: ya le digo
